SMILES,CID,canonical_CID,r_inhibition_at_20_uM,r_inhibition_at_50_uM,r_avg_IC50,f_inhibition_at_20_uM,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,relative_solubility_at_20_uM,relative_solubility_at_100_uM,trypsin_IC50,NMR_std_ratio,acrylamide,chloroacetamide,series,frag_id
CCC(c1ccncc1)N(C)C(=O)Cc1c[nH]c2ncccc12,RED-RED-10c9212c-49,RED-RED-10c9212c-49,,,,,,99.5,,,,,,False,False,,
CC(C)N1CCCC(N2CCN(c3ccc4nccnc4n3)CC2)C1=O,RED-RED-10c9212c-50,RED-RED-10c9212c-50,,,,,,99.5,,,,,,False,False,,
CC(NCc1c[nH]c2nccnc12)c1cc(F)ccc1N1CCC(O)CC1,RED-RED-10c9212c-52,RED-RED-10c9212c-52,,,,,,99.5,,,,,,False,False,,
O=c1c2ccccc2c(-c2ccc(Br)cc2)nn1CC(O)CN1CCOCC1,RED-RED-10c9212c-53,RED-RED-10c9212c-53,,,,,,99.5,,,,,,False,False,,
O=C(NCC(c1ccccc1)c1c[nH]c2ccccc12)c1cnccn1,RED-RED-10c9212c-54,RED-RED-10c9212c-54,,,,,,99.5,,,,,,False,False,,
O=C(NCC(=O)N1CCCC1c1nc2ccccc2[nH]1)C1CCCC1,RED-RED-10c9212c-55,RED-RED-10c9212c-55,,,,,,99.5,,,,,,False,False,,
Cc1[nH]c2ccccc2c1/C=N/c1sc2c(c1C#N)CCC(C)C2,RED-RED-10c9212c-56,RED-RED-10c9212c-56,,,,,,99.5,,,,,,False,False,,
Clc1cccc2c1OCCC2Nc1ncccn1,RED-RED-10c9212c-57,RED-RED-10c9212c-57,,,,,,99.5,,,,,,False,False,,
O=C1NCC(C(=O)Nc2cncc3cc(F)ccc23)c2cc(Cl)ccc21,ALP-POS-6f6ae286-1,ALP-POS-6f6ae286-1,,,,,,1.14554040954517,,,,,,False,False,3-aminopyridine-like,
COC1(C(=O)Nc2cncc3cc(F)ccc23)CCOc2ccc(Cl)cc21,ALP-POS-6f6ae286-3,ALP-POS-6f6ae286-3,,,,,,0.41130118145199,,,,,,False,False,3-aminopyridine-like,
CNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3cc(F)ccc23)C1,ALP-POS-6f6ae286-5,ALP-POS-6f6ae286-5,,,,,,0.257247695495253,,,,,,False,False,3-aminopyridine-like,
O=C1CCN(S(=O)(=O)c2cccc(F)c2)CC1,BEN-DND-03ad4429-1,BEN-DND-03ad4429-1,,,,,,99.5,,,,,,False,False,,
O=C1CCCN(S(=O)(=O)c2cccc(F)c2)CC1,BEN-DND-03ad4429-2,BEN-DND-03ad4429-2,,,,,,99.5,,,,,,False,False,,
O=C(/C=C/c1ccccc1)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,BEN-DND-03ad4429-4,BEN-DND-03ad4429-4,,,,,,99.5,,,,,,False,False,,
O=C1CCN(S(=O)(=O)c2cccs2)CC1,BEN-DND-03ad4429-5,BEN-DND-03ad4429-5,,,,,,99.5,,,,,,False,False,,
O=C1CCCN(S(=O)(=O)c2cccs2)CC1,BEN-DND-03ad4429-6,BEN-DND-03ad4429-6,,,,,,99.5,,,,,,False,False,,
CN(C)C(=O)c1cc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc2s1,MAT-POS-ee5e8e94-2,MAT-POS-ee5e8e94-2,,,,,,0.399179129532584,,,,,,False,False,3-aminopyridine-like,
Cc1ccn2c(NC(=O)Cc3cccc(Cl)c3)cnc2c1,EDJ-MED-b24713dc-1,EDJ-MED-b24713dc-1,,,,,,19.5889882786042,,,,,,False,False,3-aminopyridine-like,
Cc1cccc2ncc(NC(=O)Cc3cccc(Cl)c3)n12,EDJ-MED-b24713dc-2,EDJ-MED-b24713dc-2,,,,,,5.53975766212724,,,,,,False,False,3-aminopyridine-like,
Cc1ccc2ncc(NC(=O)Cc3cccc(Cl)c3)n2c1,EDJ-MED-b24713dc-3,EDJ-MED-b24713dc-3,,,,,,9.01127162566906,,,,,,False,False,3-aminopyridine-like,
O=C1NCC(C(=O)Nc2cnn3ccccc23)c2cc(Cl)ccc21,EDJ-MED-dd2a8363-1,EDJ-MED-dd2a8363-1,,,,,,7.09337416191137,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cnn2ccccc12)C1CCS(=O)(=O)c2ccc(Cl)cc21,EDJ-MED-dd2a8363-2,EDJ-MED-dd2a8363-2,,,,,,3.89054326511118,,,,,,False,False,3-aminopyridine-like,
O=C1NCC(C(=O)Nc2cnn3c2CCCC3)c2cc(Cl)ccc21,EDJ-MED-dd2a8363-3,EDJ-MED-dd2a8363-3,,,,,,30.5414790947229,,,,,,False,False,3-aminopyridine-like,
Cc1cccn2ncc(NC(=O)C3CNC(=O)c4ccc(Cl)cc43)c12,EDJ-MED-dd2a8363-4,EDJ-MED-dd2a8363-4,,,,,,2.39976817546761,,,,,,False,False,3-aminopyridine-like,
CC1(C(=O)Nc2cncc3ccccc23)CNS(=O)(=O)c2ccc(Cl)cc21,ALP-POS-1cbc2fae-1,ALP-POS-1cbc2fae-1,,,,,,0.262511215514625,,,,,,False,False,3-aminopyridine-like,
CCC1(C(=O)Nc2cncc3ccccc23)CNS(=O)(=O)c2ccc(Cl)cc21,ALP-POS-1cbc2fae-2,ALP-POS-1cbc2fae-2,,,,,,0.0876185523897105,,,,,,False,False,3-aminopyridine-like,
O=C1N(c2cncc3ccccc23)CC[C@@]1(O)c1cccc(Cl)c1,MAT-POS-8695a11f-1,MAT-POS-8695a11f-1,,,,,,90.6742471460022,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cncc2ccc(CN3CCNCC3)cc12)C1CCOc2ccc(Cl)cc21,MAT-POS-8695a11f-2,MAT-POS-8695a11f-2,,,,,,0.756085600868217,,,,,,False,False,3-aminopyridine-like,
O=C1N(c2cncc3ccccc23)CC[C@]1(O)c1cccc(Cl)c1,MAT-POS-8695a11f-3,MAT-POS-8695a11f-3,,,,,,0.737551461278642,,,,,,False,False,3-aminopyridine-like,
CS(=O)(=O)Nc1ccc2cncc(NC(=O)C3CNC(=O)c4ccc(Cl)cc43)c2c1,EDJ-MED-d9f3798e-1,EDJ-MED-d9f3798e-1,,,,,,0.194977818835264,,,,,,False,False,3-aminopyridine-like,
CS(=O)(=O)Nc1ccc2cncc(NC(=O)C3CCS(=O)(=O)c4ccc(Cl)cc43)c2c1,EDJ-MED-d9f3798e-3,EDJ-MED-d9f3798e-3,,,,,,0.204251583382712,,,,,,False,False,3-aminopyridine-like,
COCCN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,EDJ-MED-eb111c00-2,EDJ-MED-eb111c00-2,,,,,,0.267278513092406,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C1CN(CC2CC2)C(=O)c2ccc(Cl)cc21,EDJ-MED-eb111c00-3,EDJ-MED-eb111c00-3,,,,,,0.380802602674087,,,,,,False,False,3-aminopyridine-like,
CN(C)c1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,PET-UNK-d899bab6-1,PET-UNK-d899bab6-1,,,,,,0.729186658771126,,,,,,False,False,3-aminopyridine-like,
Cc1cc(N)ncc1NC(=O)C1CCOc2ccc(Cl)cc21,MAT-POS-1f3c8e6f-1,MAT-POS-1f3c8e6f-1,,,,,,99.5,,,,,,False,False,3-aminopyridine-like,
Cc1ccc(NCc2nnc3n(C)c(=O)c4ccccc4n23)cc1C,WIL-UNI-d4749f31-1,WIL-UNI-d4749f31-1,,,,,,99.5,,,,,,False,False,,
O=C(Nc1ccc2c(=O)cc[nH]c2c1)c1ccc2ccncc2c1,WIL-UNI-d4749f31-2,WIL-UNI-d4749f31-2,,,,,,99.5,,,,,,False,False,,
Cc1cn2ccc(C(=O)Nc3nc(-c4cnn(C)c4)cs3)cc2n1,WIL-UNI-d4749f31-3,WIL-UNI-d4749f31-3,,,,,,99.5,,,,,,False,False,,
O=C(Cc1c[nH]c2cc(Cl)ccc12)Nc1cccc2[nH]c(=O)[nH]c12,WIL-UNI-d4749f31-4,WIL-UNI-d4749f31-4,,,,,,99.5,,,,,,False,False,3-aminopyridine-like,
Cc1nnc(CNc2ccc3nnc(-c4ccccc4)n3n2)o1,WIL-UNI-d4749f31-5,WIL-UNI-d4749f31-5,,,,,,99.5,,,,,,False,False,,
CN(Cc1nnc2ccccn12)C(=O)c1ccnc2ccccc12,WIL-UNI-d4749f31-7,WIL-UNI-d4749f31-7,,,,,,99.5,,,,,,False,False,,
Cc1cc(N2CCC(C)N(Cc3ccccc3)CC2)n2ncnc2n1,WIL-UNI-d4749f31-8,WIL-UNI-d4749f31-8,,,,,,99.5,,,,,,False,False,,
O=C(Nc1nn2cnnc2s1)c1csc(-c2ccccc2)n1,WIL-UNI-d4749f31-9,WIL-UNI-d4749f31-9,,,,,,99.5,,,,,,False,False,,
Cc1cn2c(CNC(=O)c3cnn4ccccc34)c(C)nc2s1,WIL-UNI-d4749f31-10,WIL-UNI-d4749f31-10,,,,,,99.5,,,,,,False,False,,
N#CCc1cccc(NC(=O)c2cnn3cc(Br)cnc23)n1,WIL-UNI-d4749f31-11,WIL-UNI-d4749f31-11,,,,,,99.5,,,,,,False,False,,
Cc1ccc(Br)nc1C(=O)NC(C)c1nnc2c(=O)[nH]ccn12,WIL-UNI-d4749f31-12,WIL-UNI-d4749f31-12,,,,,,99.5,,,,,,False,False,,
O=C(NNc1cc(O)nc2ncccc12)c1ccc2[nH]ccc2c1,WIL-UNI-d4749f31-14,WIL-UNI-d4749f31-14,,,,,,99.5,,,,,,False,False,,
Cc1cc(C(=O)Nc2cnc3nccn3c2)nn1-c1ccc(F)cc1,WIL-UNI-d4749f31-15,WIL-UNI-d4749f31-15,,,,,,99.5,,,,,,False,False,,
Cn1ccn2c(CNC(=O)c3ccc4ncsc4c3)nnc2c1=O,WIL-UNI-d4749f31-16,WIL-UNI-d4749f31-16,,,,,,99.5,,,,,,False,False,,
Cn1c(NC(=O)Cc2csc3nccn23)nc2ccc(F)cc21,WIL-UNI-d4749f31-17,WIL-UNI-d4749f31-17,,,,,,99.5,,,,,,False,False,3-aminopyridine-like,
O=C(N/N=c1\cc[nH]c2ccccc12)c1ccc2ncccc2c1,WIL-UNI-d4749f31-18,WIL-UNI-d4749f31-18,,,,,,99.5,,,,,,False,False,,
Cc1cc(O)c2cc(NC(=O)c3cnn4ccc(C)nc34)ccc2n1,WIL-UNI-d4749f31-19,WIL-UNI-d4749f31-19,,,,,,99.5,,,,,,False,False,,
Cc1cccc2ncnc(NC(C)c3ccc4[nH]c(=O)[nH]c4c3)c12,WIL-UNI-d4749f31-20,WIL-UNI-d4749f31-20,,,,,,99.5,,,,,,False,False,,
O=C(Nc1cnc2nccn2c1)c1cn2c(Br)cnc2s1,WIL-UNI-d4749f31-22,WIL-UNI-d4749f31-22,,,,,,99.5,,,,,,False,False,,
Cc1ccc(C(=O)Nc2c(-c3cnn(C)c3)nc3ccccn23)cn1,WIL-UNI-d4749f31-24,WIL-UNI-d4749f31-24,,,,,,99.5,,,,,,False,False,,
c1ccc2oc(C3CCCN(Cc4cnc5cnccn45)C3)nc2c1,WIL-UNI-d4749f31-25,WIL-UNI-d4749f31-25,,,,,,99.5,,,,,,False,False,,
Cn1cnnc1-c1cccc(NS(=O)(=O)c2c(Cl)nc3sccn23)c1,WIL-UNI-d4749f31-26,WIL-UNI-d4749f31-26,,,,,,99.5,,,,,,False,False,,
Cn1c(=O)oc2cc(S(=O)(=O)Nc3ccc4ncccc4c3)ccc21,WIL-UNI-d4749f31-27,WIL-UNI-d4749f31-27,,,,,,99.5,,,,,,False,False,,
CC(NC(=O)c1c(Cl)nc2ccccn12)c1nnc2ccccn12,WIL-UNI-d4749f31-28,WIL-UNI-d4749f31-28,,,,,,99.5,,,,,,False,False,,
CC(NC(=O)c1nccc2cccnc12)c1ccc2[nH]c(=O)oc2c1,WIL-UNI-d4749f31-29,WIL-UNI-d4749f31-29,,,,,,99.5,,,,,,False,False,,
Cc1noc2ncc(CNc3ccc(-c4nnnn4C)cc3)cc12,WIL-UNI-d4749f31-30,WIL-UNI-d4749f31-30,,,,,,99.5,,,,,,False,False,,
Cc1nc2sccn2c1CN(C)C(=O)c1cn2ccccc2n1,WIL-UNI-d4749f31-33,WIL-UNI-d4749f31-33,,,,,,99.5,,,,,,False,False,,
CN(Cc1nc2ccccc2s1)C(=O)c1ccc2c(c1)nnn2C,WIL-UNI-d4749f31-34,WIL-UNI-d4749f31-34,,,,,,99.5,,,,,,False,False,,
CC(Cc1nc2ccccc2s1)Nc1ccc2nnnn2n1,WIL-UNI-d4749f31-35,WIL-UNI-d4749f31-35,,,,,,99.5,,,,,,False,False,,
Cc1csc2ncc(C(=O)Nc3cccc4ncccc34)c(=O)n12,WIL-UNI-d4749f31-36,WIL-UNI-d4749f31-36,,,,,,99.5,,,,,,False,False,,
O=C(NNc1nc2ccccc2[nH]1)c1cc(O)nc2ccccc12,WIL-UNI-d4749f31-37,WIL-UNI-d4749f31-37,,,,,,25.8184240773761,,,,,,False,False,,
O=C(Nc1cccc2cc[nH]c12)c1cccc2[nH]c(=O)oc12,WIL-UNI-d4749f31-38,WIL-UNI-d4749f31-38,,,,,,99.5,,,,,,False,False,,
Cn1c(NC(=O)c2cccnc2-n2cccn2)nc2cc(F)ccc21,WIL-UNI-d4749f31-39,WIL-UNI-d4749f31-39,,,,,,99.5,,,,,,False,False,,
Cc1nn2c(CNc3ccc(Cn4cncn4)cc3)c(C)nc2s1,WIL-UNI-d4749f31-40,WIL-UNI-d4749f31-40,,,,,,99.5,,,,,,False,False,,
CC(CNC(=O)c1cnc2ccccn12)Nc1nc2ccccc2o1,WIL-UNI-d4749f31-41,WIL-UNI-d4749f31-41,,,,,,99.5,,,,,,False,False,,
Cc1nc2cc(C(=O)NNc3nc4ccncc4s3)ccc2o1,WIL-UNI-d4749f31-42,WIL-UNI-d4749f31-42,,,,,,99.5,,,,,,False,False,,
Cc1nn(C)c2nc(Cl)cc(NNC(=O)c3ccnc4[nH]nnc34)c12,WIL-UNI-d4749f31-43,WIL-UNI-d4749f31-43,,,,,,99.5,,,,,,False,False,,
CC(NC(=O)c1ccc2oc(=S)[nH]c2c1)c1nnc2ccccn12,WIL-UNI-d4749f31-45,WIL-UNI-d4749f31-45,,,,,,99.5,,,,,,False,False,,
CC(C)(C#N)CS(=O)(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,PET-UNK-af70882d-1,PET-UNK-af70882d-1,,,,,,0.0976528126639663,,,,,,False,False,3-aminopyridine-like,
Cc1ccnc(NC(=O)C2CCOc3ccc(Cl)cc32)c1N,MAT-POS-500f4700-1,MAT-POS-500f4700-1,,,,,,71.5685890453825,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cnc2ccccn12)C1CCNc2cc(Cl)c(Cl)cc21,MAT-POS-500f4700-2,MAT-POS-500f4700-2,,,,,,1.9797214324808,,,,,,False,False,3-aminopyridine-like,
N#CC1CN(S(=O)(=O)NCc2ccc(Cl)cc2CC(=O)Nc2cncc3ccccc23)C1,ALP-POS-d054b76b-5,ALP-POS-d054b76b-5,,,,,,0.230588167237841,,,,,,False,False,3-aminopyridine-like,
N#CC1(CS(=O)(=O)NCc2ccc(Cl)cc2CC(=O)Nc2cncc3ccccc23)CC1,ALP-POS-6479a3a9-1,ALP-POS-6479a3a9-1,,,,,,0.132576490046,,,,,,False,False,3-aminopyridine-like,
CS(=O)(=O)NCc1ccc(Cl)cc1CC(=O)Nc1cncc2ccccc12,ALP-POS-6479a3a9-2,ALP-POS-6479a3a9-2,,,,,,0.375898534865766,,,,,,False,False,3-aminopyridine-like,
Cc1cc(NC(=O)C2CCOc3ccc(Cl)cc32)ncc1N,TAT-ENA-0e28ea53-1,TAT-ENA-0e28ea53-1,,,,,,99.5,,,,,,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)Nc1cncn1-c1ccccc1,BEN-DND-1e24cf73-1,BEN-DND-1e24cf73-1,,,,,,99.5,,,,,,False,False,3-aminopyridine-like,
COc1cc2c(NC(=O)Cc3cccc(Cl)c3)cncc2cc1F,PET-UNK-b38839dc-1,PET-UNK-b38839dc-1,,,,,,1.13690680360449,,,,,,False,False,3-aminopyridine-like,
COc1ccn2c(NC(=O)Cc3cccc(Cl)c3)cnc2c1,EDJ-MED-6e43a462-1,EDJ-MED-6e43a462-1,,,,,,99.5,,,,,,False,False,3-aminopyridine-like,
COc1ccc2ncc(NC(=O)Cc3cccc(Cl)c3)n2c1,EDJ-MED-6e43a462-2,EDJ-MED-6e43a462-2,,,,,,15.8689199755984,,,,,,False,False,3-aminopyridine-like,
COc1cccc2ncc(NC(=O)Cc3cccc(Cl)c3)n12,EDJ-MED-6e43a462-3,EDJ-MED-6e43a462-3,,,,,,99.5,,,,,,False,False,3-aminopyridine-like,
O=C(Cc1cccc(Cl)c1)Nc1cnc2n1CCCC2,EDJ-MED-6e43a462-11,EDJ-MED-6e43a462-11,,,,,,93.7832906298989,,,,,,False,False,3-aminopyridine-like,
Cc1ccnc(N)c1NC(=O)C1CCOc2ccc(Cl)cc21,MAT-POS-b5c94171-1,MAT-POS-b5c94171-1,,,,,,69.5447932876528,,,,,,False,False,3-aminopyridine-like,
CCC1(C(=O)Nc2cncc3ccccc23)CNC(=O)c2ccc(Cl)cc21,RAL-THA-176e263b-1,RAL-THA-176e263b-1,,,,,,1.17868897960395,,,,,,False,False,3-aminopyridine-like,
CC1(C(=O)Nc2cncc3ccccc23)CNC(=O)c2ccc(Cl)cc21,RAL-THA-176e263b-4,RAL-THA-176e263b-4,,,,,,0.875553971215235,,,,,,False,False,3-aminopyridine-like,
CC1NC(=O)c2ccc(Cl)cc2C1C(=O)Nc1cncc2ccc(S(C)(=O)=O)cc12,MAT-POS-edabd372-1,MAT-POS-edabd372-1,,,,,,1.98956997467447,,,,,,False,False,3-aminopyridine-like,
CC1(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)CNC(=O)c2ccc(Cl)cc21,MAT-POS-edabd372-2,MAT-POS-edabd372-2,,,,,,6.62351524077128,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cnc2ccccn12)C1CCOc2ccc(Cl)cc21,MAT-POS-51833a24-1,MAT-POS-51833a24-1,,,,,,3.25603972872287,,,,,,False,False,3-aminopyridine-like,
NC1CCc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc21,MAT-POS-a2421bb6-1,MAT-POS-a2421bb6-1,,,,,,25.7997253204852,,,,,,False,False,3-aminopyridine-like,
CNC1CCc2c(NC(=O)C3CCOc4ccc(Cl)cc43)cncc21,MAT-POS-a2421bb6-2,MAT-POS-a2421bb6-2,,,,,,99.5,,,,,,False,False,3-aminopyridine-like,
Cn1ncc(NC(=O)C2CCOc3ccc(Cl)cc32)c1C(F)F,MAT-POS-a2421bb6-4,MAT-POS-a2421bb6-4,,,,,,99.5,,,,,,False,False,3-aminopyridine-like,
O=C1Cc2ccccc2N(C(=O)Cc2cccc(Cl)c2)C1,ROB-CAM-6936528f-1,ROB-CAM-6936528f-1,,,,,,99.5,,,,,,False,False,3-aminopyridine-like,
CS(=O)(=O)c1ccc2cncc(NC(=O)C3CNC(=O)c4ccc(Cl)cc43)c2c1,EDJ-MED-827e7cb4-1,EDJ-MED-827e7cb4-1,,,,,,2.74188670619666,,,,,,False,False,3-aminopyridine-like,
CS(=O)(=O)c1ccc2cncc(NC(=O)C3CNC(=O)c4c(F)cc(F)cc43)c2c1,EDJ-MED-827e7cb4-4,EDJ-MED-827e7cb4-4,,,,,,3.60167124492369,,,,,,False,False,3-aminopyridine-like,
CCC1(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)CNC(=O)c2ccc(Cl)cc21,EDJ-MED-827e7cb4-6,EDJ-MED-827e7cb4-6,,,,,,1.45006607875126,,,,,,False,False,3-aminopyridine-like,
O=C1NCC(C(=O)Nc2cnc3ccccn23)c2cc(Cl)ccc21,EDJ-MED-827e7cb4-7,EDJ-MED-827e7cb4-7,,,,,,5.92754790151233,,,,,,False,False,3-aminopyridine-like,
O=C1CN(C(=O)Cc2cccc(Cl)c2)Cc2ccccc21,EDJ-MED-c292668a-1,EDJ-MED-c292668a-1,,,,,,99.5,,,,,,False,False,,
Cc1cc(O)ncc1NC(=O)C1CCOc2ccc(Cl)cc21,MAT-POS-8293a91a-1,MAT-POS-8293a91a-1,,,,,,99.5,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C(NC(=O)[C@H]1CC[C@H](C(=O)N2CCCC2)O1)c1cccc(Cl)c1,MAT-POS-8293a91a-2,MAT-POS-8293a91a-2,,,,,,2.37556311448805,,,,,,False,False,Ugi,
O=C(Nc1cncc2ccc(C(F)(F)F)cc12)C1CCOc2ccc(Cl)cc21,MAT-POS-8293a91a-3,MAT-POS-8293a91a-3,,,,,,99.5,,,,,,False,False,3-aminopyridine-like,
CNC(=O)CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,MAT-POS-8293a91a-4,MAT-POS-8293a91a-4,,,,,,10.5791305809319,,,,,,False,False,3-aminopyridine-like,
CNC(=O)CN1Cc2ccc(Cl)cc2[C@@H](C(=O)Nc2cncc3ccccc23)C1,MAT-POS-8293a91a-5,MAT-POS-8293a91a-5,,,,,,0.111707430320661,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C(NC(=O)[C@@H]1CC[C@@H](C(=O)N2CCCC2)O1)c1cccc(Cl)c1,MAT-POS-8293a91a-6,MAT-POS-8293a91a-6,,,,,,4.48414378133439,,,,,,False,False,Ugi,
O=C(Nc1cncc2ccccc12)C(NC(=O)[C@H]1CC[C@@H](C(=O)N2CCCC2)O1)c1cccc(Cl)c1,MAT-POS-8293a91a-7,MAT-POS-8293a91a-7,,,,,,19.3550865764734,,,,,,False,False,Ugi,
CNC(=O)CN1CC(C(=O)Nc2cncc3ccc(S(C)(=O)=O)cc23)c2cc(Cl)ccc2C1=O,EDJ-MED-ce467fd5-1,EDJ-MED-ce467fd5-1,,,,,,0.329601887712951,,,,,,False,False,Ugi,
O=C1NCC(C(=O)Nc2cncc3ccccc23)c2cc(F)cc(F)c21,ALP-POS-f1807566-1,ALP-POS-f1807566-1,,,,,,1.73404437780719,,,,,,False,False,3-aminopyridine-like,
O=C(Nc1cncc2ccccc12)C12CCC(O1)c1cc(Cl)ccc12,MAT-POS-a3f7f96a-1,MAT-POS-a3f7f96a-1,,,,,,2.39410169325544,,,,,,False,False,3-aminopyridine-like,
COC(=O)c1cc(/C=c2\s/c(=C(/C#N)C(=O)NC(C)C)n(-c3ccc(OC)c(F)c3)c2=O)oc1C,MAT-POS-a3f7f96a-3,MAT-POS-a3f7f96a-3,,,,,,99.5,,,,,,False,False,,
CC(C(=O)NS(=O)(=O)c1cnn(-c2cccc(C(F)(F)F)c2)c1)n1cnc(C#N)n1,MAT-POS-a3f7f96a-4,MAT-POS-a3f7f96a-4,,,,,,99.5,,,,,,False,False,,
COC(=O)c1cc(/C=c2\sc(=C(C#N)C#N)n(-c3cccc(C(F)(F)F)c3)c2=O)oc1C,MAT-POS-a3f7f96a-5,MAT-POS-a3f7f96a-5,,,,,,99.5,,,,,,False,False,,
CC1(n2cc(CNCC3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)cn2)CCS(=O)(=O)C1,MAT-POS-a3f7f96a-6,MAT-POS-a3f7f96a-6,,,,,,24.4132571565715,,,,,,False,False,,
O=C(Nc1cncc2ccccc12)C1(CNCc2cnn(C3CCS(=O)(=O)C3)c2)CCOc2ccc(Cl)cc21,MAT-POS-a3f7f96a-7,MAT-POS-a3f7f96a-7,,,,,,11.6714685790764,,,,,,False,False,,
O=C1COc2ncc(CNCC3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)cc2N1,MAT-POS-a3f7f96a-8,MAT-POS-a3f7f96a-8,,,,,,9.47085647607591,,,,,,False,False,3-aminopyridine-like,
COc1ccc(CNCC2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1OCC(N)=O,MAT-POS-a3f7f96a-9,MAT-POS-a3f7f96a-9,,,,,,11.5240061883109,,,,,,False,False,,
O=C(NC(c1ccccc1)c1ccccc1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-9cdc9f7f-1,DAN-MCD-9cdc9f7f-1,,,,,,0.635420325741637,,,,,,False,True,piperazine-chloroacetamide,
O=C(NC(c1ccccc1)c1ccccc1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-f396e45b-1,DAN-MCD-f396e45b-1,,,,,,0.832464051970292,,,,,,False,True,piperazine-chloroacetamide,
O=C(NC1CCCCC1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-7eba3d41-1,DAN-MCD-7eba3d41-1,,,,,,1.1425293767718,,,,,,False,True,piperazine-chloroacetamide,
O=C(Nc1ccccc1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-e5161b06-1,DAN-MCD-e5161b06-1,,,,,,0.386199338907143,,,,,,False,True,piperazine-chloroacetamide,
O=C(Nc1ccccc1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-68a9aade-1,DAN-MCD-68a9aade-1,,,,,,0.71635749050882,,,,,,False,True,piperazine-chloroacetamide,
O=C(NCc1ccccc1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-b3a5626f-1,DAN-MCD-b3a5626f-1,,,,,,0.501455069831554,,,,,,False,True,piperazine-chloroacetamide,
O=C(Nc1ccccn1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-0fb4364c-1,DAN-MCD-0fb4364c-1,,,,,,4.76821166416442,,,,,,False,True,piperazine-chloroacetamide,
O=C(NCc1ccccc1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-9b81d1fa-1,DAN-MCD-9b81d1fa-1,,,,,,0.621256767083964,,,,,,False,True,piperazine-chloroacetamide,
O=C(NCc1ccccn1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-52f1549c-1,DAN-MCD-52f1549c-1,,,,,,0.307139022559525,,,,,,False,True,piperazine-chloroacetamide,
O=C(NCc1ccccn1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-8aee1169-1,DAN-MCD-8aee1169-1,,,,,,0.542171871466444,,,,,,False,True,piperazine-chloroacetamide,
O=C(NCCc1ccccc1)[C@@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-9950a804-1,DAN-MCD-9950a804-1,,,,,,1.27870293404732,,,,,,False,True,piperazine-chloroacetamide,
O=C(NCCc1ccccc1)[C@H]1CN(C(=O)CCl)CCN1S(=O)(=O)c1ccsc1,DAN-MCD-1a622181-1,DAN-MCD-1a622181-1,,,,,,2.42800161430508,,,,,,False,True,piperazine-chloroacetamide,
Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)C[C@H]2C(=O)NC2CCCCC2)cc1,DAN-MCD-881986d8-1,DAN-MCD-881986d8-1,,,,,,4.48325730997867,,,,,,False,True,piperazine-chloroacetamide,
